Typee,Pretty Typee,Individual,Tree Size,Tree Depth,Diversity,Semantic Diversity
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(\a:Integer -> (if (! False) then (\b:Integer -> -75) else (\b:Integer -> 489))),9,4,867.099,-75
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(\a:Integer -> (if True then (\b:Integer -> -2) else (-Int a))),8,4,761.894,-2
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,+Int,1,1,487.0,84
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(if (! False) then +Int else -Int),6,3,647.0,84
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(\a:Integer -> (if True then (if True then (-Int a) else (/Int a)) else (% 220))),14,5,1283.7,0
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,*Int,1,1,488.0,1764
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(if (if False then False else True) then (\a:Integer -> (if False then (\b:Integer -> 129) else (\b:Integer -> 19))) else -Int),13,5,1156.202,19
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,((\fresh_156:Integer -> (if False then +Int else +Int)) 230),7,4,718.683,84
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,+Int,1,1,487.0,84
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(if True then +Int else %),4,2,560.0,84
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,*Int,1,1,488.0,1764
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,*Int,1,1,488.0,1764
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,+Int,1,1,487.0,84
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,((\fresh_160:Integer -> (if True then -Int else *Int)) -14),7,4,698.092,0
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,-Int,1,1,480.0,0
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(if (if False then True else True) then (if (! True) then -Int else *Int) else -Int),12,4,1094.0,1764
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,-Int,1,1,480.0,0
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,((\fresh_176:(fresh_175:Top -> (String)) -> (\a:Integer -> (\b:Integer -> -147))) (\fresh_175:Top -> "jRoz")),7,5,785.115,-147
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(if False then /Int else -Int),4,2,554.0,0
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,+Int,1,1,487.0,84
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,-Int,1,1,480.0,0
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(\a:Integer -> ((if False then -Int else *Int) a)),7,4,697.0,1764
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(\a:Integer -> (\b:Integer -> b)),3,3,506.0,42
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,*Int,1,1,488.0,1764
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(\a:Integer -> (if (if False then False else (if False then True else True)) then (\b:Integer -> a) else (\b:Integer -> 432))),13,5,1185.7,42
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(\a:Integer -> (\b:Integer -> b)),3,3,506.0,42
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,*Int,1,1,488.0,1764
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(\a:Integer -> (\b:Integer -> -128)),3,3,508.039,-128
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,-Int,1,1,480.0,0
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(\a:Integer -> (if True then (\b:Integer -> 355) else (\b:Integer -> -98))),7,4,715.191,355
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,((\fresh_210:Boolean -> -Int) (! True)),6,3,678.0,0
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,*Int,1,1,488.0,1764
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,-Int,1,1,480.0,0
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,((\fresh_214:Integer -> ((\fresh_215:Integer -> +Int) 154)) -184),7,5,736.919,84
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(\a:Integer -> (+Int -213)),4,3,556.258,-171
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,((\fresh_234:Boolean -> -Int) False),4,3,543.0,0
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(\a:Integer -> (if True then (if False then (*Int a) else (\b:Integer -> -270)) else (\b:Integer -> 8))),12,5,1091.118,-270
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,-Int,1,1,480.0,0
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(\a:Integer -> (if False then (\b:Integer -> (if True then -118 else 369)) else (if True then (\b:Integer -> a) else (\b:Integer -> a)))),14,5,1270.247,42
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(if True then ((\fresh_243:Boolean -> -Int) ((\fresh_244:Double -> True) (if True then 431.3463633578454 else -238.0920154535668))) else (if True then /Int else /Int)),16,5,1476.35,0
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,((\fresh_245:Integer -> (\a:Integer -> (\b:Integer -> 38))) ((if False then (\fresh_246:Object -> 8) else (\fresh_246:Object -> -46)) -163)),13,5,1225.225,38
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(if (if True then False else True) then +Int else +Int),7,3,719.0,84
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(\a:Integer -> (if True then (\b:Integer -> (if False then -407 else -817)) else (+Int a))),11,5,991.67,-817
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(\a:Integer -> (*Int 161)),4,3,554.671,6762
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(\a:Integer -> (\b:Integer -> b)),3,3,506.0,42
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,+Int,1,1,487.0,84
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,+Int,1,1,487.0,84
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(if (if (if True then True else True) then False else True) then -Int else +Int),10,4,947.0,84
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(if (! (if (if False then False else False) then False else True)) then (if (if False then True else False) then +Int else *Int) else (if False then -Int else *Int)),21,5,1900.0,1764
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(\a:Integer -> (if False then (\b:Integer -> b) else (+Int a))),8,4,764.0,84
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(\a:Integer -> (\b:Integer -> -190)),3,3,509.225,-190
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(if (if True then True else (if True then False else False)) then *Int else (if (! False) then *Int else +Int)),15,4,1381.0,1764
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(\a:Integer -> (\b:Integer -> (if (! False) then 659 else a))),8,5,797.911,659
