Typee,Pretty Typee,Individual,Tree Size,Tree Depth,Diversity,Semantic Diversity
{ x:Integer where ((>[??] x) 0) },Natural,((if (if (if ((if False then (\fresh_223:Integer -> (if False then False else True)) else (\fresh_223:Integer -> ((\fresh_224:Top -> False) %))) -429) then True else False) then (if True then True else True) else (if (if ((if (if (if False then True else True) then True else False) then (\fresh_225:Integer -> True) else (!=Int 590)) 589) then ((\fresh_227:Boolean -> (if True then fresh_227 else fresh_227)) (if True then True else False)) else (! (! True))) then False else ((if (if (! (if False then True else True)) then ((\fresh_242:String -> True) "MDPuuVZipakHdXGcVuwPRXdtxDnLLoTmvGeXYQbINOWZisiuDbEXSaLghYFmDLleVamnAjQrSLQLBmWoVTmEMVcxWSKNgMUhqUOfrdEnmqTEYllVFwmuAEGMWGfvXSwwehmAecPNLGsKVmDzvEYRuuicDCEjmZmvAbsoxlBIbAoRIMIywqxVwmcFGxQyDmbYCAcyioKZnoKSmqAIqJIdi") else False) then (\fresh_233:Integer -> (if True then (if False then True else True) else False)) else ((\fresh_250:Integer -> (<=Int 248)) 18)) (if True then ((if True then (\fresh_238:Integer -> fresh_238) else (\fresh_238:Integer -> fresh_238)) -184) else -224)))) then (if (if True then (if (if False then False else False) then (if False then (((if True then >Int else <=Int) 38) -240) else (if False then False else True)) else (if (if (if False then True else False) then False else True) then False else False)) else True) then (\fresh_222:Integer -> 1) else (if False then (if ((if (! True) then (\fresh_265:String -> True) else (\fresh_265:String -> False)) ((\fresh_266:Double -> "uAARjELLdspqKtfuEGCXTXGPoeJPYrfCBfbWVhvBZumDCcjaiDRxtLIHCKFdZvpZJxoEjknBttRVUEQWOZfLtjcGPhtMWstefAsdPpZvmyGBc") 6.046516090148525)) then (if (if (! (if False then True else True)) then False else True) then (\fresh_222:Integer -> (if (if True then True else False) then fresh_222 else fresh_222)) else (\fresh_222:Integer -> ((*Int fresh_222) fresh_222))) else ((\fresh_275:Double -> (% 118)) (if True then (if True then -922.2336457162057 else (if False then -644.396734058847 else -312.1817781928035)) else -73.06746586981876))) else (\fresh_222:Integer -> 1))) else (if ((if False then (\fresh_283:Object -> (if False then False else True)) else (if False then (\fresh_283:Object -> ((\fresh_289:Integer -> False) -227)) else (\fresh_283:Object -> True))) 441) then ((if (if False then (! False) else (if False then False else False)) then (\fresh_290:Top -> (if False then (/Int 181) else (\fresh_222:Integer -> (if False then fresh_222 else 1)))) else (\fresh_290:Top -> (\fresh_222:Integer -> (if (! False) then 1 else fresh_222)))) "GszXYGCLijlNRQHudUEgnVXGPGnxgUPuMRqOXKHpkCkfHHGrSuSq") else (((if True then (\fresh_327:Boolean -> (\fresh_326:Integer -> (\fresh_222:Integer -> 1))) else (\fresh_327:Boolean -> +Int)) True) 293))) -18),251,10,23698.812,1
{ x:Integer where ((>[??] x) 0) },Natural,(if (if (if False then ((>Int 89) -192) else True) then True else True) then 1 else ((if True then ((if ((\fresh_454:Integer -> False) -440) then (if True then (\fresh_441:Boolean -> (\fresh_440:Boolean -> (if fresh_440 then 1 else 1))) else (\fresh_441:Boolean -> (\fresh_440:Boolean -> 1))) else (\fresh_441:Boolean -> (\fresh_440:Boolean -> 1))) (if ((\fresh_442:Top -> ((\fresh_451:Top -> False) 62.820109511799394)) False) then (! ((\fresh_453:Object -> True) 50)) else True)) else (if True then (\fresh_440:Boolean -> ((\fresh_573:Object -> 1) (!=Int -447))) else ((\fresh_575:Integer -> (\fresh_440:Boolean -> fresh_575)) 664))) True)),66,10,8068.236,1
{ x:Integer where ((>[??] x) 0) },Natural,((if True then (if True then (if ((\fresh_629:Boolean -> False) (! ((if True then (\fresh_633:Boolean -> fresh_633) else !) (if True then True else True)))) then ((if False then (\fresh_634:Boolean -> (\fresh_628:Top -> (if fresh_634 then 1 else 1))) else (\fresh_634:Boolean -> (\fresh_628:Top -> (if fresh_634 then 1 else 1)))) False) else (if False then (\fresh_628:Top -> 1) else (if False then (\fresh_628:Top -> (if (if True then True else True) then (if False then 1 else 1) else 1)) else (\fresh_628:Top -> 1)))) else (((\fresh_679:Integer -> (\fresh_678:Integer -> (\fresh_628:Top -> fresh_679))) (if False then (if True then -83 else 207) else -192)) 50)) else (if (if True then ((\fresh_712:Top -> True) !) else (if True then True else False)) then (if True then (if (if True then (if True then True else False) else True) then (\fresh_628:Top -> 1) else (if (if False then False else True) then (\fresh_628:Top -> 1) else (\fresh_628:Top -> (if True then (if True then 1 else 1) else 1)))) else (\fresh_628:Top -> ((\fresh_731:Double -> ((\fresh_732:Integer -> fresh_732) 111)) -25.302053681882892))) else (\fresh_628:Top -> (((\fresh_736:Integer -> (if True then (\fresh_733:Boolean -> fresh_736) else (\fresh_733:Boolean -> fresh_736))) -359) (if (if True then True else True) then False else True))))) (if True then (if False then False else -->) else floor)),141,10,13901.978,1
{ x:Integer where ((>[??] x) 0) },Natural,(if (if (((\fresh_782:Object -> (if (if True then True else True) then (\fresh_745:Integer -> False) else (!=Int 25))) "saOsHjmYvaLXKKiwEwgeFIWFmDIxopQV") (((if False then (\fresh_769:Integer -> (\fresh_746:Boolean -> fresh_769)) else (\fresh_769:Integer -> (\fresh_746:Boolean -> -402))) -555) ((\fresh_747:Double -> (if True then False else True)) -266.27075576944907))) then (if (if ((if (! True) then ! else !) ((\fresh_787:Integer -> True) 214)) then False else False) then True else True) else True) then 1 else (if (if True then (if (if True then True else (if (! False) then (if False then (if True then False else False) else True) else True)) then ((if False then (>=Int -742) else (if False then (==Int (if True then -307 else -507)) else (\fresh_792:Integer -> True))) -17) else (! (if True then (if (if True then False else False) then False else False) else True))) else (if ((\fresh_805:Boolean -> fresh_805) False) then ((if ((\fresh_808:Boolean -> True) False) then (\fresh_806:Object -> True) else (\fresh_806:Object -> (if True then False else True))) ((\fresh_807:Boolean -> -591) (if False then True else False))) else True)) then 1 else (((if (if True then True else ((\fresh_818:Integer -> False) (string_length (if True then "XchchVZUpUaawSAMrKvEgcNEkbaOSLYHYqbuqEAfmqQYijcxdnarAfqRQdazKPW" else "QscuQJOIhLsHYsAsKWatuVTBcrpKqFLAKmwedtUJmJkRntjzZpAoOMNddbzULDydrzqGWwVsJvzfKQnxMocckHHFkWkWnvgXueHtnXoKvxArxMkbPbNoVUofeqmElVLtnYUTjIRwUJiUlUBTuHRNaPUKahEPLchBCxXfyGOnpxxEmwsGQjYeMXrIiwchadsaEVYsTlhnZnXdzfaBvtxIHwQLonZAEOGuJrmLByMkvDhrYmzcVFGhdCrWihrOrhV")))) then (if (! True) then (\fresh_813:Boolean -> (\fresh_812:Boolean -> 1)) else (\fresh_813:Boolean -> (\fresh_812:Boolean -> (if False then 1 else 1)))) else (if (! False) then (\fresh_813:Boolean -> (\fresh_812:Boolean -> (if True then 1 else 1))) else (\fresh_813:Boolean -> (\fresh_812:Boolean -> (if fresh_812 then 1 else 1))))) True) False))),174,10,16734.112,1
{ x:Integer where ((>[??] x) 0) },Natural,(if (if (! (((\fresh_855:Boolean -> (\fresh_854:Integer -> True)) False) -918)) then True else True) then ((if (! (((\fresh_896:String -> (if False then (\fresh_895:Double -> True) else (\fresh_895:Double -> True))) (if True then "kYihTqqhtxNFkTFhCgytFYbGeuwHUBdKxaqYStBKjAGQlJkAJEQRurjoMwyDSZvWLlHFKIhTHqLnOEWRwcIvrKAFBqEPwNaYWYfMQnMnNdJBAjvRFfoRe" else "plMVjWSVqqdzxEeeeKHwAnaJlQCiWLCFzucQQizziyZzNZyWdYmr")) -50.745032368733476)) then (if (if (if False then False else (if (if (if False then True else False) then False else True) then True else (if False then False else True))) then False else ((\fresh_899:Integer -> False) ((-Int -314) -578))) then ((\fresh_904:Boolean -> (\fresh_893:Boolean -> 1)) ((\fresh_905:String -> False) "NJRBTYLvJhahJVgiVkFrQWfVWYlEiJYknNCnYBBQpHrJwsyRwvbaPkbgtsJjZUdMGZsVzaiDRSgtdWQJCcuacyeqggqUmnJYkemewUZuGiIwNKUVsitjcqdcmfgvFDRIqazwY")) else (if True then (if False then (\fresh_893:Boolean -> 1) else (\fresh_893:Boolean -> 1)) else (if True then (\fresh_893:Boolean -> 1) else (if True then (if False then (\fresh_893:Boolean -> 1) else (\fresh_893:Boolean -> 1)) else (\fresh_893:Boolean -> 1))))) else (\fresh_893:Boolean -> ((if fresh_893 then (\fresh_974:Boolean -> 1) else (\fresh_974:Boolean -> (if (if True then fresh_893 else True) then 1 else (if False then 1 else 1)))) False))) False) else ((if (if (if (! True) then (if (if (if (if False then True else True) then True else (if False then True else True)) then False else False) then (if True then False else True) else False) else False) then (if True then False else (if (if True then False else True) then True else (! True))) else True) then ((if ((if (if False then True else False) then (if False then (\fresh_990:Double -> True) else (\fresh_990:Double -> True)) else (\fresh_990:Double -> False)) 209.4693655466751) then ((\fresh_1002:Integer -> (\fresh_985:Boolean -> (\fresh_982:Boolean -> 1))) 526) else (\fresh_985:Boolean -> (\fresh_982:Boolean -> 1))) (if ((\fresh_986:Double -> True) -722.3797535332521) then False else True)) else (if (if True then False else ((\fresh_1034:Top -> True) 323)) then (if True then ((\fresh_1054:Integer -> (\fresh_982:Boolean -> 1)) 73) else ((\fresh_1058:Boolean -> (\fresh_982:Boolean -> 1)) True)) else (\fresh_982:Boolean -> ((\fresh_1069:String -> 1) "ShezaWPphUjPSnjttAkgIqdJzgHTwdVZgotAuQzMQAZXIqnnclSZLJJvBcXWOLaaonmBaPfqhnFJr")))) False)),206,10,19581.483,1
{ x:Integer where ((>[??] x) 0) },Natural,(((if ((if True then (\fresh_1083:Boolean -> fresh_1083) else (\fresh_1083:Boolean -> False)) (if False then False else (if ((\fresh_1084:Boolean -> fresh_1084) False) then True else True))) then (\fresh_1081:Integer -> (if False then (if True then (\fresh_1080:Boolean -> fresh_1081) else (\fresh_1080:Boolean -> fresh_1081)) else ((\fresh_1093:Integer -> (\fresh_1080:Boolean -> 1)) fresh_1081))) else ((if True then (\fresh_1099:Integer -> (\fresh_1081:Integer -> (\fresh_1080:Boolean -> (if fresh_1080 then 1 else 1)))) else (\fresh_1099:Integer -> (\fresh_1081:Integer -> (\fresh_1080:Boolean -> fresh_1081)))) -231)) (if (if False then False else (if True then (if True then False else False) else False)) then 351 else 318)) False),63,10,7833.494,1
{ x:Integer where ((>[??] x) 0) },Natural,1,1,1,4449.0,1
{ x:Integer where ((>[??] x) 0) },Natural,(((if (((\fresh_1314:Boolean -> (\fresh_1313:Integer -> False)) True) 605) then ((\fresh_1315:Object -> (if True then (\fresh_1312:Integer -> (\fresh_1311:Integer -> 1)) else (if True then % else (if False then -Int else -Int)))) >Int) else (if (if (if (! False) then False else (if False then False else True)) then True else True) then (if (if (if False then (! False) else False) then False else False) then (\fresh_1312:Integer -> (\fresh_1311:Integer -> ((\fresh_1339:Double -> 1) (if False then 380.1416915208355 else 858.0156515873246)))) else (if False then *Int else (\fresh_1312:Integer -> (\fresh_1311:Integer -> 1)))) else (if False then /Int else (\fresh_1312:Integer -> (\fresh_1311:Integer -> ((\fresh_1368:Double -> 1) 348.4109147430514)))))) 76) 50),74,10,8603.154,1
{ x:Integer where ((>[??] x) 0) },Natural,1,1,1,4449.0,1
{ x:Integer where ((>[??] x) 0) },Natural,1,1,1,4449.0,1
{ x:Integer where ((>[??] x) 0) },Natural,1,1,1,4449.0,1
{ x:Integer where ((>[??] x) 0) },Natural,1,1,1,4449.0,1
{ x:Integer where ((>[??] x) 0) },Natural,1,1,1,4449.0,1
{ x:Integer where ((>[??] x) 0) },Natural,1,1,1,4449.0,1
{ x:Integer where ((>[??] x) 0) },Natural,1,1,1,4449.0,1
{ x:Integer where ((>[??] x) 0) },Natural,(if (if True then True else True) then 1 else (if False then 1 else 1)),10,3,4619.837,1
{ x:Integer where ((>[??] x) 0) },Natural,((if False then (\fresh_1369:Boolean -> 1) else (((\fresh_1372:Integer -> (\fresh_1371:Double -> (\fresh_1369:Boolean -> 1))) (if (if True then False else False) then 570 else -399)) -265.1398832391196)) ((\fresh_1370:Top -> (if True then True else False)) "zWzWThtUKTjZIeEdFmAAjuzguAvYuzKssrTZOOcnYvbtHMrjoGShNvITvIvohMBcOJnpDBrouDQfzcouCooGRAZwxFasnKSfd")),26,8,5477.639,1
{ x:Integer where ((>[??] x) 0) },Natural,1,1,1,4449.0,1
{ x:Integer where ((>[??] x) 0) },Natural,(((if False then ((if (if (if False then True else False) then (if (! False) then False else False) else True) then (\fresh_1911:String -> (\fresh_1910:Integer -> (\fresh_1868:Boolean -> 1))) else (\fresh_1911:String -> (\fresh_1910:Integer -> (\fresh_1868:Boolean -> (if False then fresh_1910 else fresh_1910))))) ((if False then ((\fresh_1920:Boolean -> (\fresh_1912:Integer -> "DsPhdfhJozrNxG")) True) else (\fresh_1912:Integer -> "izfMyZVQEVjdzvJXWPjuGOIvEyDVCrNHRFCltXcuxzt")) ((*Int -984) (if (if False then False else False) then 520 else 217)))) else (\fresh_1910:Integer -> (if True then (\fresh_1868:Boolean -> ((\fresh_2108:Integer -> 1) 83)) else (\fresh_1868:Boolean -> (if (if (! True) then True else fresh_1868) then 1 else 1))))) -129) (if (if True then (if True then True else False) else True) then False else ((if (if False then ((\fresh_1870:Object -> (if True then False else False)) -74) else True) then (if (if ((if False then (\fresh_1872:Boolean -> False) else !) False) then False else True) then (if ((\fresh_1893:Boolean -> fresh_1893) True) then (if False then (\fresh_1869:Double -> False) else (\fresh_1869:Double -> True)) else (\fresh_1869:Double -> False)) else ((\fresh_1894:Integer -> (if (if True then False else True) then (\fresh_1869:Double -> True) else (\fresh_1869:Double -> True))) -42)) else (\fresh_1869:Double -> (((if False then <Int else >Int) 38) 129))) -7.466046557681384))),136,10,13479.227,1
{ x:Integer where ((>[??] x) 0) },Natural,1,1,1,4449.0,1
{ x:Integer where ((>[??] x) 0) },Natural,((\fresh_2110:Integer -> (if False then ((\fresh_2137:Boolean -> fresh_2110) (if False then (if False then (if True then False else (! False)) else False) else True)) else 1)) ((if True then (if ((if False then (if False then (if (! False) then (\fresh_2112:Integer -> False) else (\fresh_2112:Integer -> True)) else (\fresh_2112:Integer -> False)) else (\fresh_2112:Integer -> False)) (if False then -259 else -151)) then ((\fresh_2122:Integer -> (if (! (! False)) then (\fresh_2111:Boolean -> 434) else (if True then (\fresh_2111:Boolean -> fresh_2122) else (\fresh_2111:Boolean -> 710)))) 194) else (\fresh_2111:Boolean -> ((if True then (\fresh_2125:Integer -> -426) else (\fresh_2125:Integer -> -334)) ((\fresh_2126:Integer -> fresh_2126) (if (! False) then -194 else -570))))) else (if True then (if ((\fresh_2128:Double -> (if False then False else (if False then True else True))) (if False then 682.897502543562 else 50.03714443938406)) then (if True then (\fresh_2111:Boolean -> 266) else (\fresh_2111:Boolean -> (if (if True then fresh_2111 else True) then (if fresh_2111 then -52 else 290) else -231))) else (\fresh_2111:Boolean -> -156)) else (\fresh_2111:Boolean -> -498))) False)),115,10,11870.715,1
{ x:Integer where ((>[??] x) 0) },Natural,1,1,1,4449.0,1
{ x:Integer where ((>[??] x) 0) },Natural,(if ((if False then ((if False then (if False then (\fresh_2142:Top -> (\fresh_2141:Integer -> False)) else (\fresh_2142:Top -> (\fresh_2141:Integer -> True))) else (\fresh_2142:Top -> (<Int -511))) (if ((\fresh_2143:Boolean -> (if (if True then True else fresh_2143) then True else True)) True) then 510 else (And True))) else (if (if (! (if (if (if True then True else True) then True else (if False then True else True)) then False else True)) then (! True) else True) then ((if False then (\fresh_2164:String -> (\fresh_2141:Integer -> True)) else (\fresh_2164:String -> (\fresh_2141:Integer -> False))) ((\fresh_2165:Top -> "hYNZbGLFfZyiZkPKHuSRFSPngZqvlZuluirqenChUbIYDjUORjCGkmYaJuWXJvoMyLwtYyXMObDIjjKDY") -683)) else (if False then (>=Int (if False then 403 else 128)) else (if (if (if False then True else False) then ((\fresh_2183:String -> False) "ngmLAOOfnqaNhdSQUyiajIqRBculdeoVwVGfsXRCVbnZSnoCtSrznaySaThhzdrrYJhVeRDwNRvRCmpobAulVDEOdaHimgFUyOoZh") else False) then (!=Int -519) else (\fresh_2141:Integer -> False))))) 702) then (if (if False then True else (if True then True else (if False then True else False))) then 1 else 1) else (if (if ((\fresh_2186:Integer -> False) 527) then False else True) then (if False then 1 else (if False then (if False then 1 else 1) else 1)) else (((\fresh_2200:Integer -> (\fresh_2187:Integer -> 1)) (if ((\fresh_2201:Boolean -> False) True) then -223 else (if False then -146 else -208))) (if (if ((\fresh_2188:Boolean -> fresh_2188) False) then ((\fresh_2189:Double -> (if True then False else False)) (if True then 306.46479292028056 else -481.8778424953753)) else False) then (string_length (if True then "OpuLvciqkZDoegWhmLhgNCUxJZllZwoLBgbcphCKmJSGsJjevotzLMRIFUjJEoORtcRzQDCjqLF" else (if True then "BCaofogVReePzIIGcmFjAJIMffBs" else "wGkQpKwVVxlchMXHfJAoSOXNBvvYyEUtxvyQun"))) else 254)))),166,10,16137.093,1
{ x:Integer where ((>[??] x) 0) },Natural,1,1,1,4449.0,1
{ x:Integer where ((>[??] x) 0) },Natural,1,1,1,4449.0,1
{ x:Integer where ((>[??] x) 0) },Natural,(if (if False then False else True) then 1 else 1),7,3,4534.182,1
{ x:Integer where ((>[??] x) 0) },Natural,1,1,1,4449.0,1
{ x:Integer where ((>[??] x) 0) },Natural,1,1,1,4449.0,1
{ x:Integer where ((>[??] x) 0) },Natural,1,1,1,4449.0,1
{ x:Integer where ((>[??] x) 0) },Natural,(if (if True then (! (if True then False else True)) else ((\fresh_2210:Boolean -> False) (if (if (if False then (! False) else (if (if True then True else True) then False else True)) then True else False) then True else ((if True then (==Int (if True then -54 else 222)) else (if False then (\fresh_2214:Integer -> False) else (\fresh_2214:Integer -> True))) -589)))) then (if (if (if ((if True then (\fresh_2221:Boolean -> False) else !) ((\fresh_2222:Integer -> False) (if (! False) then 313 else 342))) then False else ((if (! False) then (if (! True) then ! else (if True then ! else !)) else (\fresh_2233:Boolean -> (if (if False then True else False) then fresh_2233 else False))) (if ((if True then ! else !) False) then (if False then (if (if True then False else True) then (! True) else True) else True) else True))) then True else (if ((if (if (! True) then (if False then False else False) else True) then (\fresh_2238:Integer -> (if False then (if True then False else False) else True)) else (\fresh_2238:Integer -> (if False then False else True))) (if ((if True then ! else !) True) then -421 else (if True then -139 else 6))) then True else (if (if (if (if False then False else True) then False else False) then True else (! (! True))) then (if True then True else (if True then False else False)) else (if (if (! False) then (if (! True) then False else False) else True) then True else ((\fresh_2257:Integer -> False) -896))))) then 1 else 1) else ((if ((if (if ((\fresh_2272:Boolean -> fresh_2272) (if False then False else False)) then (if False then False else True) else True) then (\fresh_2271:Integer -> True) else (if False then (\fresh_2271:Integer -> False) else (\fresh_2271:Integer -> (! False)))) -226) then (\fresh_2258:Boolean -> (if False then 1 else 1)) else (if False then (if (if True then (if False then True else True) else False) then (if False then (\fresh_2258:Boolean -> 1) else (\fresh_2258:Boolean -> 1)) else (\fresh_2258:Boolean -> 1)) else (if (! False) then (if ((\fresh_2288:Integer -> (if True then False else False)) -598) then (\fresh_2258:Boolean -> 1) else (\fresh_2258:Boolean -> 1)) else (if False then (\fresh_2258:Boolean -> 1) else (\fresh_2258:Boolean -> 1))))) (! (if False then (((\fresh_2261:String -> (\fresh_2260:Integer -> False)) "jdXWNDHXebeSDbEgtRsNHejutSJbjcjZyvzDlKKAJMnFYVkJRxoVUPCVGHHHoOygCLuFaFEydgfYDawiokRGNnUkcJEsiweVFTdPInciGorEGjcmGOQXwVXSDEYMRARRvJP") (if False then -117 else (if True then -509 else -333))) else (((\fresh_2269:Integer -> (\fresh_2268:Boolean -> True)) 218) True))))),283,10,26703.86,1
{ x:Integer where ((>[??] x) 0) },Natural,(if (((\fresh_2296:Boolean -> (if False then (if False then (\fresh_2294:Integer -> ((\fresh_2300:Integer -> fresh_2296) -47)) else (\fresh_2294:Integer -> (if True then fresh_2296 else False))) else (if True then (\fresh_2294:Integer -> fresh_2296) else (\fresh_2294:Integer -> False)))) True) (if False then 80 else ((\fresh_2295:Top -> 537) 477.56987355604343))) then 1 else 1),34,10,5947.45,1
{ x:Integer where ((>[??] x) 0) },Natural,(if (! (if (if ((if (if True then True else True) then (if True then (\fresh_2308:Integer -> True) else (>Int -560)) else (if True then (if False then (\fresh_2308:Integer -> False) else (\fresh_2308:Integer -> False)) else (if True then (<Int -838) else (\fresh_2308:Integer -> True)))) (if True then ((\fresh_2309:Integer -> -3) (if True then -519 else -351)) else -409)) then ((>=Int -50) (if (if True then False else False) then 611 else 20)) else True) then (if False then (if ((\fresh_2320:String -> False) "apsSodqVhRgVZZdKSnKbTfaPRkzukfaqjtEVHJJMDz") then ((|| False) ((\fresh_2325:Object -> True) max)) else (if (if True then False else False) then True else False)) else (if (if False then (! True) else (if False then ((--> False) True) else True)) then ((\fresh_2336:Integer -> False) -175) else False)) else (if ((\fresh_2342:Integer -> True) -8) then (if (if (if False then False else False) then True else ((\fresh_2344:String -> False) "bCgyuDsTLhLIUPgbPAdesmBCihJYpqYEOTRaKLTaKezESbjaQbhbKPCUtDYzTPkwOWedzbqhHeBiEjEbryYSioUEsbXhdjYQscqCuEcidmEq")) then (if False then True else False) else ((if (if False then False else False) then (\fresh_2347:Integer -> False) else (>=Int (if False then 728 else 298))) -17)) else False))) then 1 else (if (! False) then 1 else 1)),139,10,13728.006,1
{ x:Integer where ((>[??] x) 0) },Natural,((if ((\fresh_2356:Integer -> False) 134) then (\fresh_2355:Top -> (if False then (if True then 1 else (if False then 1 else (if (if (! False) then False else False) then 1 else 1))) else ((if ((if False then ! else !) True) then (\fresh_2358:Top -> (if True then 1 else (if False then 1 else 1))) else (\fresh_2358:Top -> 1)) -->))) else (\fresh_2355:Top -> 1)) 75.21350189525819),46,10,6668.757,1
{ x:Integer where ((>[??] x) 0) },Natural,(((\fresh_2372:Boolean -> (((\fresh_2374:Boolean -> (if fresh_2372 then (\fresh_2373:Boolean -> (\fresh_2371:Integer -> 1)) else (\fresh_2373:Boolean -> (\fresh_2371:Integer -> 1)))) ((\fresh_2375:Integer -> True) 502)) False)) True) -49),21,10,5293.661,1
{ x:Integer where ((>[??] x) 0) },Natural,1,1,1,4449.0,1
{ x:Integer where ((>[??] x) 0) },Natural,1,1,1,4449.0,1
{ x:Integer where ((>[??] x) 0) },Natural,1,1,1,4449.0,1
{ x:Integer where ((>[??] x) 0) },Natural,1,1,1,4449.0,1
{ x:Integer where ((>[??] x) 0) },Natural,(if True then 1 else ((((if ((|| True) True) then (\fresh_2447:Boolean -> (\fresh_2445:Integer -> (if True then (\fresh_2444:Boolean -> 1) else (\fresh_2444:Boolean -> fresh_2445)))) else (\fresh_2447:Boolean -> (\fresh_2445:Integer -> (\fresh_2444:Boolean -> fresh_2445)))) ((if ((\fresh_2450:Object -> False) 104) then ! else (\fresh_2448:Boolean -> fresh_2448)) (if False then True else True))) (if ((if (if True then False else False) then ! else (if False then ! else !)) False) then -1229 else 439)) True)),53,10,7149.193,1
